frame_count,end_process_time
1545000,1746452890.9969285
1551000,1746452891.1388378
1557000,1746452891.2113087
1560000,1746452891.300461
1569000,1746452891.3743885
1578000,1746452891.4472578
1584000,1746452891.519683
1587000,1746452891.5944924
1593000,1746452891.6721697
1602000,1746452891.7550867
1608000,1746452891.8281093
1614000,1746452891.9057903
1620000,1746452891.9987435
1629000,1746452892.0480442
1635000,1746452892.1443622
1644000,1746452892.2181463
1650000,1746452892.2914588
1659000,1746452892.3628755
1668000,1746452892.439538
1674000,1746452892.5292242
1680000,1746452892.6030874
1689000,1746452892.6777
1695000,1746452892.7560956
1701000,1746452892.8316295
1707000,1746452892.9048364
1713000,1746452892.9769738
1725000,1746452893.0522606
1728000,1746452893.125732
1737000,1746452893.2008836
1743000,1746452893.2745383
1752000,1746452893.3517377
1758000,1746452893.4281256
1764000,1746452893.5046952
1770000,1746452893.5793376
1776000,1746452893.6497316
1785000,1746452893.7234437
1791000,1746452893.8024454
1797000,1746452893.8800168
1803000,1746452893.9682884
1812000,1746452894.0622008
1821000,1746452894.1476781
1827000,1746452894.234593
1836000,1746452894.3162067
1842000,1746452894.3743389
1845000,1746452894.4582882
1854000,1746452894.538389
1860000,1746452894.608926
1866000,1746452894.677398
1872000,1746452894.752764
1875000,1746452894.8271751
1884000,1746452894.9040911
1887000,1746452894.9810765
1896000,1746452895.056763
1905000,1746452895.2344875
1923000,1746452895.3141835
1932000,1746452895.4007463
1938000,1746452895.4834313
1947000,1746452895.5601892
1953000,1746452895.633718
1956000,1746452895.7020872
1965000,1746452895.774876
1971000,1746452895.8482568
1974000,1746452895.9341133
1983000,1746452896.007112
1992000,1746452896.062321
1995000,1746452896.1147187
1998000,1746452896.1735532
2004000,1746452896.232841
2010000,1746452896.2863653
2013000,1746452896.3414335
2016000,1746452896.3963294
2022000,1746452896.449105
2028000,1746452896.5175993
2037000,1746452896.5714998
2043000,1746452896.6300154
2052000,1746452896.6839206
2058000,1746452896.7413628
2061000,1746452896.78812
2067000,1746452896.8408217
2073000,1746452896.894069
2076000,1746452896.9467685
2079000,1746452897.003783
2088000,1746452897.0596418
2091000,1746452897.1151688
2097000,1746452897.1737123
2103000,1746452897.2302318
2109000,1746452897.2849104
2112000,1746452897.3428044
2115000,1746452897.4020207
2121000,1746452897.4542727
2127000,1746452897.509676
2130000,1746452897.560545
2136000,1746452897.6120675
2139000,1746452897.6655366
2145000,1746452897.7222123
2148000,1746452897.7811491
2154000,1746452897.836086
2160000,1746452897.8854141
2166000,1746452897.9413185
2169000,1746452898.003555
2175000,1746452898.0598311
2178000,1746452898.1145532
2184000,1746452898.183445
2190000,1746452898.2458673
2196000,1746452898.3028169
2199000,1746452898.3577085
2205000,1746452898.4115508
2208000,1746452898.4651237
2214000,1746452898.519183
2220000,1746452898.5720994
2226000,1746452898.626429
2229000,1746452898.6889105
2235000,1746452898.7423265
2241000,1746452898.7970197
2244000,1746452898.8501296
2250000,1746452898.905428
2253000,1746452898.958071
2259000,1746452899.0112004
2262000,1746452899.0594761
2268000,1746452899.1174114
2271000,1746452899.1746125
2277000,1746452899.2300665
2283000,1746452899.2848182
2286000,1746452899.341886
2292000,1746452899.3958173
2298000,1746452899.4509165
2301000,1746452899.5053325
2304000,1746452899.5592253
2310000,1746452899.6110692
2313000,1746452899.6667893
2316000,1746452899.721711
2322000,1746452899.785893
2328000,1746452899.8484924
2337000,1746452899.9072356
2343000,1746452899.964338
2352000,1746452900.0185907
2355000,1746452900.0736964
2361000,1746452900.1291873
2370000,1746452900.1824152
2373000,1746452900.234688
2376000,1746452900.29108
2379000,1746452900.3466704
2388000,1746452900.4004025
2394000,1746452900.4609935
2400000,1746452900.5186782
2403000,1746452900.5744147
2409000,1746452900.6267426
2412000,1746452900.702994
2418000,1746452900.7573888
2427000,1746452900.8109221
2430000,1746452900.869366
2433000,1746452900.922708
2439000,1746452900.9793324
2445000,1746452901.036411
2448000,1746452901.104448
2451000,1746452901.1657448
2460000,1746452901.2241733
2463000,1746452901.2780082
2469000,1746452901.3348775
2472000,1746452901.3890321
2478000,1746452901.4451742
2481000,1746452901.500894
2487000,1746452901.5776365
2493000,1746452901.632548
2499000,1746452901.6864243
2505000,1746452901.740779
2508000,1746452901.8012033
2511000,1746452901.860798
2517000,1746452901.9163518
2523000,1746452901.9838128
2529000,1746452902.0379999
2535000,1746452902.096688
2538000,1746452902.1544268
2544000,1746452902.2140856
2547000,1746452902.2700887
2553000,1746452902.3136485
2559000,1746452902.3724036
2562000,1746452902.4292803
2568000,1746452902.480719
2571000,1746452902.5307393
2577000,1746452902.5832236
2583000,1746452902.637088
2586000,1746452902.692854
2592000,1746452902.7464588
2595000,1746452902.8166804
2601000,1746452902.8742418
2604000,1746452902.9310894
2610000,1746452902.9859211
2616000,1746452903.0473301
2619000,1746452903.1166508
2622000,1746452903.1731973
2628000,1746452903.2299993
2631000,1746452903.284707
2637000,1746452903.3385181
2643000,1746452903.397552
2652000,1746452903.4541147
2655000,1746452903.5097857
2661000,1746452903.56328
2667000,1746452903.617003
2673000,1746452903.6716294
2676000,1746452903.7273521
2682000,1746452903.7835097
2688000,1746452903.844391
2691000,1746452903.9000442
2694000,1746452903.9598053
2703000,1746452904.0156593
2706000,1746452904.074012
2712000,1746452904.1294866
2718000,1746452904.1865401
2724000,1746452904.2417476
2727000,1746452904.295586
2730000,1746452904.3514798
2736000,1746452904.4066339
2742000,1746452904.464283
2745000,1746452904.5207672
2748000,1746452904.5798628
2754000,1746452904.6389904
2760000,1746452904.7027113
2766000,1746452904.76046
2772000,1746452904.8202155
2778000,1746452904.8747985
2781000,1746452904.9313297
2787000,1746452904.9881234
2793000,1746452905.051289
2796000,1746452905.108151
2802000,1746452905.162656
2805000,1746452905.2199852
2811000,1746452905.2782304
2817000,1746452905.3331392
2820000,1746452905.3933318
2826000,1746452905.4538648
2829000,1746452905.513087
2835000,1746452905.5665197
2838000,1746452905.6200564
2844000,1746452905.6761727
2847000,1746452905.7304294
2853000,1746452905.7855246
2856000,1746452905.8418932
2862000,1746452905.8977766
2865000,1746452905.9762428
2871000,1746452906.035638
2877000,1746452906.095523
2880000,1746452906.1503575
2886000,1746452906.2077212
2889000,1746452906.2635305
2895000,1746452906.3341494
2898000,1746452906.3953927
2904000,1746452906.449414
2910000,1746452906.5104933
2913000,1746452906.5706818
2925000,1746452906.6276278
2931000,1746452906.6908586
2940000,1746452906.7456815
2946000,1746452906.8029795
2952000,1746452906.8565543
2955000,1746452906.916882
2961000,1746452906.974403
2964000,1746452907.0296164
2970000,1746452907.083594
2976000,1746452907.1410449
2982000,1746452907.1983557
2985000,1746452907.2566962
2988000,1746452907.3124375
2997000,1746452907.3678193
3000000,1746452907.4234068
3006000,1746452907.4782093
3012000,1746452907.5315921
3015000,1746452907.585032
3021000,1746452907.6412847
3027000,1746452907.6963098
3033000,1746452907.7750442
3036000,1746452907.833027
3042000,1746452907.8876126
3045000,1746452907.9434462
3051000,1746452907.9956968
3054000,1746452908.0526145
3060000,1746452908.1070945
3063000,1746452908.16231
3069000,1746452908.2158806
3072000,1746452908.2693086
3078000,1746452908.325457
3081000,1746452908.3826103
3087000,1746452908.4383929
3093000,1746452908.4942758
3096000,1746452908.5514283
3102000,1746452908.6068456
3105000,1746452908.6644628
3111000,1746452908.739034
3117000,1746452908.7932646
3123000,1746452908.859211
3129000,1746452908.9122078
3135000,1746452908.9662051
3138000,1746452909.0231633
3141000,1746452909.0780914
3147000,1746452909.1330755
3153000,1746452909.1830225
3156000,1746452909.2381682
3162000,1746452909.292007
3165000,1746452909.3465173
3168000,1746452909.401078
3174000,1746452909.4557152
3177000,1746452909.51138
3183000,1746452909.5675483
3186000,1746452909.6244218
3192000,1746452909.6792872
3195000,1746452909.7335963
3201000,1746452909.7868335
3204000,1746452909.8437116
3207000,1746452909.8990297
3213000,1746452909.9564657
3216000,1746452910.0154016
3222000,1746452910.070147
3225000,1746452910.127334
3228000,1746452910.181696
3234000,1746452910.2373414
3240000,1746452910.2935238
3246000,1746452910.3466506
3252000,1746452910.403823
3258000,1746452910.46335
3261000,1746452910.5222807
3267000,1746452910.5793111
3273000,1746452910.6377335
3276000,1746452910.703043
3282000,1746452910.7560449
3285000,1746452910.8167796
3294000,1746452910.8713026
3300000,1746452910.9238124
3306000,1746452910.9771621
3309000,1746452911.0312078
3312000,1746452911.0890644
3315000,1746452911.145162
3321000,1746452911.2029836
3327000,1746452911.2587817
3333000,1746452911.3187373
3339000,1746452911.3726935
3345000,1746452911.4290874
3348000,1746452911.511498
3351000,1746452911.5683408
3357000,1746452911.6230614
3360000,1746452911.683035
3366000,1746452911.7355373
3369000,1746452911.790517
3375000,1746452911.8497245
3378000,1746452911.904633
3384000,1746452911.9617465
3387000,1746452912.029927
3393000,1746452912.0858715
3396000,1746452912.1411648
3402000,1746452912.1981604
3405000,1746452912.2508945
3408000,1746452912.307328
3414000,1746452912.3610852
3420000,1746452912.417311
3426000,1746452912.4932163
3429000,1746452912.5476065
3435000,1746452912.6038215
3441000,1746452912.662616
3450000,1746452912.7238796
3453000,1746452912.7840984
3459000,1746452912.843074
3465000,1746452912.89814
3471000,1746452912.9534237
3477000,1746452913.0093799
3480000,1746452913.0638742
3483000,1746452913.1294465
3486000,1746452913.1844313
3492000,1746452913.2394388
3495000,1746452913.2971244
3501000,1746452913.3578422
3504000,1746452913.411849
3510000,1746452913.4705272
3513000,1746452913.5280352
3519000,1746452913.5845175
3525000,1746452913.6370082
3531000,1746452913.6890595
3537000,1746452913.7416308
3543000,1746452913.8017013
3552000,1746452913.857812
3555000,1746452913.915166
3561000,1746452913.9645126
3564000,1746452914.0000994
3570000,1746452914.057509
3573000,1746452914.1186838
3582000,1746452914.1740997
3588000,1746452914.2302444
3591000,1746452914.3061883
3597000,1746452914.3630002
3603000,1746452914.4216444
3606000,1746452914.4797902
3612000,1746452914.5332322
3621000,1746452914.5711088
3624000,1746452914.6241822
3627000,1746452914.6910224
3630000,1746452914.7456248
3636000,1746452914.8026936
3639000,1746452914.8603036
3645000,1746452914.9133735
3648000,1746452914.9685524
3651000,1746452915.02613
3657000,1746452915.0744495
3660000,1746452915.1087265
3663000,1746452915.1657183
3672000,1746452915.2189908
3675000,1746452915.2718027
3681000,1746452915.3264701
3684000,1746452915.3786848
3690000,1746452915.4344766
3696000,1746452915.5010037
3702000,1746452915.5563905
3708000,1746452915.6108987
3714000,1746452915.6652038
3717000,1746452915.7210367
3723000,1746452915.7859344
3729000,1746452915.8582747
3735000,1746452915.9146345
3741000,1746452915.9737098
3747000,1746452916.031867
3750000,1746452916.0877488
3759000,1746452916.1433444
3765000,1746452916.1968255
3768000,1746452916.2519915
3774000,1746452916.322825
3777000,1746452916.3813827
3786000,1746452916.4406757
3789000,1746452916.4969203
3792000,1746452916.5587952
3801000,1746452916.6200118
3804000,1746452916.6786265
3810000,1746452916.7366939
3816000,1746452916.7912927
3819000,1746452916.8473089
3828000,1746452916.9010265
3831000,1746452916.9563885
3837000,1746452917.0134203
3840000,1746452917.066704
3843000,1746452917.121836
3849000,1746452917.1794858
3852000,1746452917.2337766
3858000,1746452917.2912898
3861000,1746452917.3454459
3870000,1746452917.3983033
3873000,1746452917.4518461
3879000,1746452917.5076532
3882000,1746452917.571226
3885000,1746452917.6294222
3888000,1746452917.6854508
3894000,1746452917.7403796
3900000,1746452917.7931633
3906000,1746452917.8500793
3912000,1746452917.903537
3915000,1746452917.9588037
3918000,1746452918.0171995
3924000,1746452918.0691655
3927000,1746452918.1255314
3933000,1746452918.1800144
3939000,1746452918.2341664
3942000,1746452918.2871397
3948000,1746452918.3441458
3951000,1746452918.3994627
3957000,1746452918.454205
3963000,1746452918.5074313
3966000,1746452918.561145
3972000,1746452918.6182792
3975000,1746452918.6746397
3984000,1746452918.7280521
3990000,1746452918.7826257
3993000,1746452918.8385348
3999000,1746452918.893474
4005000,1746452918.9509897
4011000,1746452919.0096438
4014000,1746452919.0633242
4020000,1746452919.119491
4026000,1746452919.1750975
4035000,1746452919.232929
4041000,1746452919.2863984
4047000,1746452919.3440335
4050000,1746452919.4012964
4056000,1746452919.4574492
4062000,1746452919.5110517
4068000,1746452919.5661156
4071000,1746452919.6301289
4080000,1746452919.6858022
4083000,1746452919.738869
4086000,1746452919.7948906
4092000,1746452919.8484592
4098000,1746452919.9017386
4101000,1746452919.9714375
4107000,1746452920.0262966
4113000,1746452920.0826557
4119000,1746452920.136404
4125000,1746452920.1900601
4128000,1746452920.2465138
4131000,1746452920.3024943
4137000,1746452920.3565295
4143000,1746452920.410132
4149000,1746452920.4638178
4152000,1746452920.520476
4158000,1746452920.5787287
4164000,1746452920.6379907
4167000,1746452920.6947985
4173000,1746452920.7487493
4176000,1746452920.804423
4182000,1746452920.8601863
4185000,1746452920.9178967
4191000,1746452920.9757411
4197000,1746452921.0317986
4203000,1746452921.0905168
4209000,1746452921.1472247
4212000,1746452921.204695
4218000,1746452921.2600558
4224000,1746452921.3179817
4227000,1746452921.385329
4233000,1746452921.4454172
4239000,1746452921.5025182
4245000,1746452921.556846
4251000,1746452921.6173975
4254000,1746452921.68113
4260000,1746452921.736458
4269000,1746452921.7903225
4272000,1746452921.8553712
4275000,1746452921.9144704
4281000,1746452921.9670382
4287000,1746452922.0241802
4293000,1746452922.078135
4296000,1746452922.1328528
4302000,1746452922.1866071
4308000,1746452922.242728
4311000,1746452922.319147
4314000,1746452922.392992
4317000,1746452922.4462693
4320000,1746452922.5018544
4323000,1746452922.5572317
4326000,1746452922.6964748
4329000,1746452922.7597034
4332000,1746452922.8510647
4335000,1746452922.9173398
4338000,1746452922.9736328
4341000,1746452923.028711
4344000,1746452923.1146994
4347000,1746452923.1988811
4350000,1746452923.276666
4353000,1746452923.3368967
4356000,1746452923.3943594
4359000,1746452923.4514427
4362000,1746452923.549026
4365000,1746452923.5960119
4368000,1746452923.6504545
4371000,1746452923.705869
4374000,1746452923.7628481
4380000,1746452923.8186827
4386000,1746452923.862696
4392000,1746452923.896843
4398000,1746452923.9862945
4401000,1746452924.042245
4407000,1746452924.0977855
4410000,1746452924.150758
4416000,1746452924.2061734
4422000,1746452924.2598698
4425000,1746452924.3132198
4431000,1746452924.3721724
4437000,1746452924.4268155
4440000,1746452924.4894052
4446000,1746452924.545399
4452000,1746452924.6042888
4458000,1746452924.6663668
4464000,1746452924.7291079
4470000,1746452924.7852395
4476000,1746452924.8443058
4482000,1746452924.8985436
4488000,1746452924.9566777
4494000,1746452925.0131006
4497000,1746452925.0727308
4503000,1746452925.1268914
4506000,1746452925.1805103
4512000,1746452925.2333095
4518000,1746452925.2885
4521000,1746452925.3452897
4527000,1746452925.3982708
4530000,1746452925.4560695
4533000,1746452925.5142002
4536000,1746452925.574559
4542000,1746452925.6289256
4545000,1746452925.6855662
4548000,1746452925.73952
4551000,1746452925.796668
4554000,1746452925.8531022
4560000,1746452925.9097056
4566000,1746452925.9681158
4569000,1746452926.023463
4572000,1746452926.0841718
4575000,1746452926.1416779
4578000,1746452926.1955383
4584000,1746452926.25025
4590000,1746452926.3573563
4596000,1746452926.4308672
4599000,1746452926.4843152
4605000,1746452926.5527413
4611000,1746452926.6113453
4614000,1746452926.6650932
4617000,1746452926.7238185
4623000,1746452926.7760582
4626000,1746452926.8447537
4629000,1746452926.9013543
4635000,1746452926.95772
4638000,1746452927.0130484
4641000,1746452927.0686903
4644000,1746452927.125925
4647000,1746452927.1907725
4650000,1746452927.2521286
4653000,1746452927.3068678
4659000,1746452927.3624609
4662000,1746452927.419051
4668000,1746452927.4758484
4671000,1746452927.532729
4674000,1746452927.589111
4680000,1746452927.6434178
4686000,1746452927.7003639
4692000,1746452927.7526422
4698000,1746452927.8081346
4704000,1746452927.863997
4707000,1746452927.9243524
4713000,1746452927.9805567
4719000,1746452928.033832
4722000,1746452928.0873063
4728000,1746452928.1457925
4734000,1746452928.2022374
4740000,1746452928.2569273
4743000,1746452928.3098211
4746000,1746452928.3630824
4755000,1746452928.4182434
4761000,1746452928.4733634
4764000,1746452928.5290687
4767000,1746452928.5876963
4776000,1746452928.644793
4779000,1746452928.700535
4785000,1746452928.757232
4791000,1746452928.813319
4794000,1746452928.8708582
4797000,1746452928.9278343
4800000,1746452928.9820359
4803000,1746452929.0376275
4809000,1746452929.094188
4812000,1746452929.1518292
4815000,1746452929.212805
4818000,1746452929.2687573
4821000,1746452929.323026
4830000,1746452929.376661
4836000,1746452929.4338644
4842000,1746452929.487902
4845000,1746452929.5448925
4851000,1746452929.6018436
4857000,1746452929.6605172
4860000,1746452929.7174206
4866000,1746452929.7697592
4872000,1746452929.8234336
4878000,1746452929.8780098
4881000,1746452929.9350905
4887000,1746452929.988777
4890000,1746452930.04442
4896000,1746452930.1387973
4902000,1746452930.193186
4905000,1746452930.2474482
4911000,1746452930.3040051
4914000,1746452930.3814986
4917000,1746452930.4435766
4923000,1746452930.515202
4926000,1746452930.5682123
4932000,1746452930.6253333
4938000,1746452930.681296
4941000,1746452930.7365084
4944000,1746452930.7906168
4950000,1746452930.8462818
4953000,1746452930.9035556
4959000,1746452930.9591331
4965000,1746452931.015922
4971000,1746452931.0730774
4974000,1746452931.1317282
4983000,1746452931.1865
4986000,1746452931.2402892
4992000,1746452931.3038497
4998000,1746452931.3586957
5004000,1746452931.4142795
5010000,1746452931.4685485
5016000,1746452931.527523
5022000,1746452931.580676
5025000,1746452931.6372724
5031000,1746452931.692792
5034000,1746452931.749088
5043000,1746452931.805926
5046000,1746452931.8678274
5049000,1746452931.927888
5058000,1746452931.9822783
5064000,1746452932.0423598
5067000,1746452932.099047
5073000,1746452932.153547
5079000,1746452932.2151184
5085000,1746452932.2695692
5091000,1746452932.3253918
5094000,1746452932.3790624
5097000,1746452932.4350142
5103000,1746452932.4909234
5109000,1746452932.5435596
5112000,1746452932.6029956
5118000,1746452932.6579995
5124000,1746452932.7146044
5130000,1746452932.7759867
5133000,1746452932.8314247
5136000,1746452932.8930733
5142000,1746452932.9509182
5145000,1746452933.017422
5148000,1746452933.0766535
5151000,1746452933.1312594
5154000,1746452933.1874497
5157000,1746452933.241141
5163000,1746452933.2959805
5166000,1746452933.3621984
5169000,1746452933.4174917
5172000,1746452933.4741569
5175000,1746452933.5271437
5181000,1746452933.5905588
5184000,1746452933.644686
5187000,1746452933.6839116
5190000,1746452933.739295
5193000,1746452933.7986767
5196000,1746452933.8643978
5202000,1746452933.9226158
5208000,1746452933.9748552
5214000,1746452934.0340762
5217000,1746452934.0912514
5226000,1746452934.1582701
5229000,1746452934.2145295
5232000,1746452934.27465
5235000,1746452934.3327582
5241000,1746452934.3890796
5247000,1746452934.446104
5250000,1746452934.5018506
5259000,1746452934.5728133
5265000,1746452934.6502314
5271000,1746452934.7067556
5277000,1746452934.764225
5280000,1746452934.8211846
5286000,1746452934.8763664
5292000,1746452934.931679
5295000,1746452934.9872446
5301000,1746452935.042186
5304000,1746452935.0963953
5307000,1746452935.1584961
5310000,1746452935.2181692
5316000,1746452935.2749887
5319000,1746452935.331129
5322000,1746452935.3883147
5325000,1746452935.4444108
5328000,1746452935.4983158
5331000,1746452935.5558317
5337000,1746452935.6127071
5340000,1746452935.667606
5346000,1746452935.7221878
5349000,1746452935.7821748
5355000,1746452935.8361268
5361000,1746452935.8953643
5367000,1746452935.9508524
5370000,1746452936.0076501
5373000,1746452936.0610871
5379000,1746452936.1139944
5382000,1746452936.2084846
5385000,1746452936.259455
5388000,1746452936.3149827
5394000,1746452936.370383
5397000,1746452936.426134
5400000,1746452936.5135245
5403000,1746452936.5701191
5406000,1746452936.6262264
5409000,1746452936.6832788
5412000,1746452936.7392
5415000,1746452936.7925427
5418000,1746452936.8480432
5424000,1746452936.9063547
5427000,1746452936.9917433
5430000,1746452937.0462778
5433000,1746452937.1100082
5439000,1746452937.1672068
5445000,1746452937.2310293
5451000,1746452937.2898836
5457000,1746452937.3445704
5460000,1746452937.3997138
5469000,1746452937.4540238
5475000,1746452937.51982
5478000,1746452937.5814376
5484000,1746452937.6365042
5490000,1746452937.6940603
5496000,1746452937.7572322
5499000,1746452937.8143702
5502000,1746452937.86944
5508000,1746452937.9282348
5514000,1746452937.9826822
5520000,1746452938.0379176
5526000,1746452938.095724
5529000,1746452938.151127
5535000,1746452938.2085412
5538000,1746452938.2613826
5541000,1746452938.3266873
5547000,1746452938.383728
5550000,1746452938.4423866
5556000,1746452938.4974298
5559000,1746452938.5660923
5562000,1746452938.6273866
5565000,1746452938.6848397
5568000,1746452938.7380328
5574000,1746452938.7934659
5577000,1746452938.8524437
5580000,1746452938.909232
5586000,1746452938.9665267
5589000,1746452939.0245516
5592000,1746452939.0810983
5595000,1746452939.1380272
5604000,1746452939.1972415
5607000,1746452939.2515206
5613000,1746452939.317738
5619000,1746452939.3725584
5622000,1746452939.4285533
5625000,1746452939.4854558
5631000,1746452939.5401092
5634000,1746452939.6103444
5637000,1746452939.6636832
5640000,1746452939.722253
5643000,1746452939.7770758
5646000,1746452939.8313296
5649000,1746452939.889442
5655000,1746452939.9493723
