frame_count,start_process_time
639000,1746718476.3852444
648000,1746718476.4616756
654000,1746718476.5340593
660000,1746718476.6094203
666000,1746718476.6846128
672000,1746718476.758976
681000,1746718476.837234
687000,1746718476.910529
693000,1746718476.9835658
699000,1746718477.0686884
708000,1746718477.1456695
714000,1746718477.222044
723000,1746718477.2944727
726000,1746718477.3664622
735000,1746718477.44022
741000,1746718477.515093
747000,1746718477.5858884
756000,1746718477.6600015
762000,1746718477.7322564
768000,1746718477.8052735
774000,1746718477.8796327
780000,1746718477.956044
789000,1746718478.0543988
798000,1746718478.1327124
804000,1746718478.208383
810000,1746718478.2825334
816000,1746718478.3549752
822000,1746718478.4301093
831000,1746718478.5116215
837000,1746718478.5866416
843000,1746718478.658496
852000,1746718478.7339988
858000,1746718478.8101926
864000,1746718478.884672
870000,1746718478.958221
879000,1746718479.0431507
885000,1746718479.1190488
891000,1746718479.193608
900000,1746718479.2652693
906000,1746718479.339949
912000,1746718479.4124815
918000,1746718479.4838247
924000,1746718479.5568407
933000,1746718479.6330256
939000,1746718479.7074854
945000,1746718479.7800698
954000,1746718479.8663552
960000,1746718479.9418933
966000,1746718480.0151386
975000,1746718480.0951948
978000,1746718480.1674378
984000,1746718480.2180285
990000,1746718480.294987
1002000,1746718480.4003139
1008000,1746718480.48943
1014000,1746718480.5647032
1023000,1746718480.6417758
1029000,1746718480.7202628
1038000,1746718480.7935152
1044000,1746718480.8657973
1050000,1746718480.9416585
1056000,1746718481.0161707
1062000,1746718481.0904367
1071000,1746718481.1700876
1077000,1746718481.2416043
1083000,1746718481.3175225
1089000,1746718481.392502
1098000,1746718481.4697037
1104000,1746718481.547042
1110000,1746718481.6207416
1119000,1746718481.696556
1125000,1746718481.7729988
1131000,1746718481.8463423
1137000,1746718481.916251
1143000,1746718481.9904156
1152000,1746718482.0683777
1158000,1746718482.1441035
1164000,1746718482.2177582
1170000,1746718482.2905624
1176000,1746718482.3672388
1185000,1746718482.4422107
1191000,1746718482.5156884
1197000,1746718482.5972223
1206000,1746718482.6730256
1212000,1746718482.7517061
1218000,1746718482.8236785
1227000,1746718482.8946147
1233000,1746718482.9709759
1239000,1746718483.0459607
1245000,1746718483.1179614
1251000,1746718483.196715
1260000,1746718483.2743497
1266000,1746718483.357242
1275000,1746718483.4420736
1281000,1746718483.5203848
1290000,1746718483.5940905
1296000,1746718483.666105
1302000,1746718483.7393174
1308000,1746718483.8232388
1317000,1746718483.901534
1323000,1746718483.9815114
1329000,1746718484.0532331
1338000,1746718484.1314743
1344000,1746718484.2076278
1350000,1746718484.2815678
1356000,1746718484.354024
1362000,1746718484.4238071
1371000,1746718484.4954445
1377000,1746718484.5689445
1383000,1746718484.6450586
1389000,1746718484.7173605
1395000,1746718484.7888973
1404000,1746718484.8649597
1410000,1746718484.9391613
1416000,1746718485.013533
1422000,1746718485.0926023
1431000,1746718485.1639044
1437000,1746718485.234514
1443000,1746718485.3090398
1449000,1746718485.3848782
1455000,1746718485.4534159
1464000,1746718485.5301082
1470000,1746718485.6004272
1476000,1746718485.6732798
1482000,1746718485.748127
1488000,1746718485.8222241
1497000,1746718485.899781
1503000,1746718485.970834
1509000,1746718486.0443425
1515000,1746718486.1173704
1521000,1746718486.1945317
1527000,1746718486.2656453
1536000,1746718486.3380325
1542000,1746718486.4115782
1548000,1746718486.4851038
1554000,1746718486.5713003
1563000,1746718486.6549683
1569000,1746718486.7303045
1578000,1746718486.8039637
1584000,1746718486.87817
1590000,1746718486.9562526
1596000,1746718487.0301125
1605000,1746718487.1031654
1611000,1746718487.1748667
1617000,1746718487.2470486
1626000,1746718487.3239024
1632000,1746718487.4033988
1638000,1746718487.4866452
1647000,1746718487.562057
1650000,1746718487.6340632
1659000,1746718487.7073298
1665000,1746718487.786003
1671000,1746718487.8604307
1680000,1746718487.9372873
1686000,1746718488.009402
1692000,1746718488.094029
1698000,1746718488.1665785
1707000,1746718488.2428713
1713000,1746718488.3211014
1719000,1746718488.3935838
1728000,1746718488.466636
1734000,1746718488.5460296
1740000,1746718488.6197433
1746000,1746718488.694734
1755000,1746718488.7701194
1761000,1746718488.8460019
1770000,1746718488.9223006
1773000,1746718488.994715
1782000,1746718489.070217
1788000,1746718489.1406126
1794000,1746718489.2071548
1800000,1746718489.281119
1806000,1746718489.3582451
1812000,1746718489.433082
1821000,1746718489.5130718
1827000,1746718489.5858977
1836000,1746718489.6603153
1842000,1746718489.7337937
1848000,1746718489.8075936
1854000,1746718489.879354
1860000,1746718489.9547782
1869000,1746718490.0294948
1875000,1746718490.0998392
1881000,1746718490.175797
1890000,1746718490.272662
1896000,1746718490.3545773
1905000,1746718490.4310625
1911000,1746718490.5122423
1914000,1746718490.5829687
1923000,1746718490.654114
1929000,1746718490.7263408
1938000,1746718490.8004556
1944000,1746718490.876372
1950000,1746718490.949357
1956000,1746718491.0224526
1962000,1746718491.0985975
1971000,1746718491.1734204
1977000,1746718491.246792
1986000,1746718491.3285742
1989000,1746718491.400016
1995000,1746718491.472437
2007000,1746718491.572884
2016000,1746718491.6717281
2022000,1746718491.7430348
2028000,1746718491.8149812
2034000,1746718491.889448
2043000,1746718491.9677548
2049000,1746718492.0472102
2058000,1746718492.124709
2061000,1746718492.198647
2070000,1746718492.27438
2076000,1746718492.3464468
2082000,1746718492.420374
2088000,1746718492.4937735
2094000,1746718492.5707335
2103000,1746718492.6454093
2109000,1746718492.8368776
2127000,1746718492.9094958
2133000,1746718492.9843266
2139000,1746718493.0625112
2148000,1746718493.1353354
2154000,1746718493.2074924
2160000,1746718493.2794049
2166000,1746718493.3510685
2172000,1746718493.4210405
2181000,1746718493.5015802
2187000,1746718493.5731988
2193000,1746718493.6500046
2199000,1746718493.7218797
2205000,1746718493.797739
2214000,1746718493.8730955
2220000,1746718493.94997
2229000,1746718494.026097
2235000,1746718494.102104
2241000,1746718494.1809647
2247000,1746718494.2556272
2253000,1746718494.3262722
2256000,1746718494.3723695
2262000,1746718494.417355
2268000,1746718494.4927173
2274000,1746718494.5665712
2283000,1746718494.6413093
2289000,1746718494.7159584
2298000,1746718494.791692
2304000,1746718494.88446
2310000,1746718494.9621465
2319000,1746718495.038997
2325000,1746718495.1116931
2331000,1746718495.1840167
2337000,1746718495.2588518
2346000,1746718495.334217
2352000,1746718495.4089398
2358000,1746718495.481367
2364000,1746718495.5565345
2373000,1746718495.6279793
2379000,1746718495.7023168
2382000,1746718495.7760975
2391000,1746718495.8595245
2400000,1746718495.934486
2406000,1746718496.013291
2412000,1746718496.087692
2418000,1746718496.160861
2427000,1746718496.235318
2433000,1746718496.324368
2442000,1746718496.3992257
2448000,1746718496.473974
2454000,1746718496.54606
2460000,1746718496.6192775
2466000,1746718496.6932533
2475000,1746718496.7677317
2481000,1746718496.8418064
2487000,1746718496.9162316
2493000,1746718496.9882076
2502000,1746718497.0707815
2508000,1746718497.146777
2517000,1746718497.2387443
2523000,1746718497.3138256
2529000,1746718497.3862407
2535000,1746718497.45785
2541000,1746718497.5317647
2550000,1746718497.6123004
2559000,1746718497.6886928
2562000,1746718497.7603297
2568000,1746718497.8365731
2577000,1746718497.9105687
2583000,1746718497.9835556
2592000,1746718498.0703638
2598000,1746718498.1402617
2604000,1746718498.2158668
2610000,1746718498.2923048
2616000,1746718498.3693316
2625000,1746718498.4453733
2631000,1746718498.5196643
2640000,1746718498.606633
2646000,1746718498.6802714
2652000,1746718498.7520797
2661000,1746718498.8290484
2667000,1746718498.9048657
2673000,1746718498.984892
2679000,1746718499.0614169
2688000,1746718499.133472
2694000,1746718499.2066243
2700000,1746718499.279857
2706000,1746718499.3569787
2712000,1746718499.4279563
2721000,1746718499.5021522
2727000,1746718499.5750244
2733000,1746718499.6476543
2739000,1746718499.7235823
2745000,1746718499.7945197
2754000,1746718499.8698668
2760000,1746718499.9408464
2769000,1746718500.0268629
2775000,1746718500.1038616
2778000,1746718500.1749413
2787000,1746718500.2522748
2793000,1746718500.331076
2802000,1746718500.4058247
2811000,1746718500.4927013
2814000,1746718500.5671713
2823000,1746718500.6424942
2829000,1746718500.7147567
2835000,1746718500.7904618
2844000,1746718500.8657587
2850000,1746718500.9406931
2856000,1746718501.0189908
2862000,1746718501.0952547
2871000,1746718501.1718135
2877000,1746718501.2563946
2886000,1746718501.3324165
2892000,1746718501.4073515
2898000,1746718501.482059
2904000,1746718501.5623133
2913000,1746718501.6495447
2919000,1746718501.7258189
2925000,1746718501.8033123
2934000,1746718501.877636
2940000,1746718501.9538488
2949000,1746718502.031282
2958000,1746718502.142678
2964000,1746718502.2245767
2970000,1746718502.29895
2979000,1746718502.3726892
2985000,1746718502.448532
2994000,1746718502.5242488
2997000,1746718502.6040623
3006000,1746718502.6852696
3012000,1746718502.7611964
3021000,1746718502.834738
3027000,1746718502.9070063
3033000,1746718502.9791574
3039000,1746718503.0570915
3048000,1746718503.131133
3054000,1746718503.2072928
3060000,1746718503.2784746
3066000,1746718503.3536131
3072000,1746718503.4278176
3081000,1746718503.5104725
3087000,1746718503.588198
3096000,1746718503.6635435
3102000,1746718503.7376385
3108000,1746718503.8151166
3114000,1746718503.8897774
3123000,1746718503.9670393
3129000,1746718504.0425982
3138000,1746718504.1208596
3144000,1746718504.1983385
3150000,1746718504.275861
3156000,1746718504.3527348
3165000,1746718504.4298646
3171000,1746718504.5094762
3174000,1746718504.583537
