frame_count,raw_end_process_time,end_process_time
2433000,1746789116.9289174,1746789116.8786771
2439000,1746789117.0050526,1746789116.9548123
2445000,1746789117.0769477,1746789117.0267074
2454000,1746789117.1481142,1746789117.097874
2457000,1746789117.2385058,1746789117.1882656
2466000,1746789117.315984,1746789117.2657437
2472000,1746789117.3912573,1746789117.341017
2481000,1746789117.4752665,1746789117.4250262
2487000,1746789117.5514224,1746789117.501182
2496000,1746789117.6283534,1746789117.578113
2502000,1746789117.7041924,1746789117.6539521
2508000,1746789117.7822063,1746789117.731966
2517000,1746789117.8560867,1746789117.8058465
2520000,1746789117.937472,1746789117.8872318
2532000,1746789118.0207078,1746789117.9704676
2538000,1746789118.0941455,1746789118.0439053
2544000,1746789118.167066,1746789118.1168258
2550000,1746789118.2383895,1746789118.1881492
2556000,1746789118.3277833,1746789118.277543
2565000,1746789118.4029217,1746789118.3526814
2574000,1746789118.4790676,1746789118.4288273
2577000,1746789118.5685086,1746789118.5182683
2586000,1746789118.6463158,1746789118.5960755
2595000,1746789118.7327387,1746789118.6824985
2601000,1746789118.8230011,1746789118.7727609
2610000,1746789118.901753,1746789118.8515127
2616000,1746789118.978372,1746789118.9281318
2625000,1746789119.0578504,1746789119.00761
2628000,1746789119.13229,1746789119.0820496
2637000,1746789119.2019825,1746789119.1517422
2646000,1746789119.272335,1746789119.2220948
2652000,1746789119.3464503,1746789119.29621
2658000,1746789119.4240465,1746789119.3738062
2661000,1746789119.498324,1746789119.4480836
2670000,1746789119.5704541,1746789119.5202138
2679000,1746789119.6493447,1746789119.5991044
2685000,1746789119.7262008,1746789119.6759605
2691000,1746789119.803429,1746789119.7531886
2697000,1746789119.8768663,1746789119.826626
2706000,1746789119.9499063,1746789119.899666
2712000,1746789120.0226939,1746789119.9724536
2718000,1746789120.0955293,1746789120.045289
2724000,1746789120.1690857,1746789120.1188455
2730000,1746789120.2416756,1746789120.1914353
2736000,1746789120.323857,1746789120.2736168
2745000,1746789120.3899276,1746789120.3396873
2751000,1746789120.512177,1746789120.4619367
2763000,1746789120.5843744,1746789120.5341341
2769000,1746789120.6630745,1746789120.6128342
2775000,1746789120.7335703,1746789120.68333
2781000,1746789120.8196545,1746789120.7694142
2790000,1746789120.8962595,1746789120.8460193
2796000,1746789120.970997,1746789120.9207568
2805000,1746789121.0436566,1746789120.9934163
2808000,1746789121.1252232,1746789121.074983
2817000,1746789121.2046802,1746789121.15444
2826000,1746789121.275038,1746789121.2247977
2832000,1746789121.3613572,1746789121.311117
2838000,1746789121.4312885,1746789121.3810482
2844000,1746789121.515999,1746789121.4657588
2850000,1746789121.5934992,1746789121.543259
2856000,1746789121.6653554,1746789121.6151152
2865000,1746789121.7383962,1746789121.688156
2871000,1746789121.814234,1746789121.7639937
2877000,1746789121.8864343,1746789121.836194
2886000,1746789121.9633124,1746789121.913072
2892000,1746789122.0374367,1746789121.9871964
2898000,1746789122.1222694,1746789122.072029
2907000,1746789122.2015789,1746789122.1513386
2913000,1746789122.2940729,1746789122.2438326
2922000,1746789122.3687274,1746789122.3184872
2931000,1746789122.4429402,1746789122.3927
2937000,1746789122.5165186,1746789122.4662783
2943000,1746789122.5870733,1746789122.536833
2949000,1746789122.6600015,1746789122.6097612
2955000,1746789122.7376926,1746789122.6874523
2961000,1746789122.8136258,1746789122.7633855
2970000,1746789122.8844686,1746789122.8342283
2973000,1746789122.9594915,1746789122.9092512
2982000,1746789123.0348964,1746789122.984656
2988000,1746789123.1098218,1746789123.0595815
2994000,1746789123.1852334,1746789123.134993
3000000,1746789123.2580552,1746789123.207815
3009000,1746789123.3377852,1746789123.287545
3015000,1746789123.414456,1746789123.3642156
3021000,1746789123.487701,1746789123.4374607
3027000,1746789123.5629294,1746789123.512689
3036000,1746789123.6351173,1746789123.584877
3045000,1746789123.7067735,1746789123.6565332
3051000,1746789123.7802153,1746789123.729975
3057000,1746789123.8537765,1746789123.8035362
3060000,1746789123.9277577,1746789123.8775175
3069000,1746789124.0005007,1746789123.9502604
3078000,1746789124.0762696,1746789124.0260293
3084000,1746789124.146952,1746789124.0967116
3090000,1746789124.2197385,1746789124.1694982
3093000,1746789124.2923276,1746789124.2420874
3102000,1746789124.3721085,1746789124.3218682
3111000,1746789124.4447536,1746789124.3945134
3114000,1746789124.5205064,1746789124.470266
3123000,1746789124.5940769,1746789124.5438366
3129000,1746789124.6774654,1746789124.6272252
3135000,1746789124.7500384,1746789124.699798
3141000,1746789124.8279455,1746789124.7777052
3150000,1746789124.901464,1746789124.8512237
3156000,1746789124.9784987,1746789124.9282584
3165000,1746789125.056949,1746789125.0067086
3168000,1746789125.128697,1746789125.0784566
3177000,1746789125.2034364,1746789125.153196
3183000,1746789125.2780633,1746789125.227823
3192000,1746789125.3514855,1746789125.3012452
3198000,1746789125.426318,1746789125.3760777
3201000,1746789125.5212562,1746789125.471016
3213000,1746789125.6106832,1746789125.560443
3222000,1746789125.6883957,1746789125.6381555
3228000,1746789125.7609704,1746789125.71073
3234000,1746789125.8379374,1746789125.787697
3240000,1746789125.9133801,1746789125.8631399
3249000,1746789125.991287,1746789125.9410467
3255000,1746789126.059175,1746789126.0089347
3261000,1746789126.1387398,1746789126.0884995
3267000,1746789126.2231898,1746789126.1729496
3276000,1746789126.2984087,1746789126.2481685
3282000,1746789126.3717422,1746789126.321502
3288000,1746789126.4454782,1746789126.395238
3294000,1746789126.5177224,1746789126.467482
3303000,1746789126.5754375,1746789126.5251973
3309000,1746789126.632396,1746789126.5821557
3312000,1746789126.7102456,1746789126.6600053
3318000,1746789126.7678115,1746789126.7175713
3327000,1746789126.8229375,1746789126.7726972
3330000,1746789126.8805335,1746789126.8302932
3336000,1746789126.938025,1746789126.8877847
3342000,1746789126.9939387,1746789126.9436984
3348000,1746789127.0519884,1746789127.001748
3351000,1746789127.1072216,1746789127.0569813
3357000,1746789127.1672187,1746789127.1169784
3363000,1746789127.2265234,1746789127.1762831
3366000,1746789127.282342,1746789127.2321017
3372000,1746789127.3465574,1746789127.296317
3378000,1746789127.4007125,1746789127.3504722
3381000,1746789127.4565735,1746789127.4063332
3387000,1746789127.527398,1746789127.4771578
3393000,1746789127.5849495,1746789127.5347092
3396000,1746789127.6411872,1746789127.590947
3402000,1746789127.6960568,1746789127.6458166
3408000,1746789127.7500236,1746789127.6997833
3414000,1746789127.8069017,1746789127.7566614
3417000,1746789127.8642209,1746789127.8139806
3423000,1746789127.9184847,1746789127.8682444
3426000,1746789127.9774582,1746789127.927218
3432000,1746789128.0343237,1746789127.9840834
3438000,1746789128.092292,1746789128.0420518
3444000,1746789128.150564,1746789128.1003237
3450000,1746789128.2113051,1746789128.1610649
3453000,1746789128.2713404,1746789128.2211
3459000,1746789128.3290985,1746789128.2788582
3465000,1746789128.3860679,1746789128.3358276
3471000,1746789128.4423273,1746789128.392087
3477000,1746789128.4987514,1746789128.4485111
3480000,1746789128.555671,1746789128.5054307
3486000,1746789128.6110873,1746789128.560847
3489000,1746789128.6663835,1746789128.6161432
3495000,1746789128.7225592,1746789128.672319
3498000,1746789128.7791297,1746789128.7288895
3504000,1746789128.8392303,1746789128.78899
3510000,1746789128.8960764,1746789128.8458362
3516000,1746789128.953114,1746789128.9028738
3519000,1746789129.0117364,1746789128.961496
3525000,1746789129.0676732,1746789129.017433
3531000,1746789129.1224566,1746789129.0722163
3537000,1746789129.1782062,1746789129.127966
3540000,1746789129.234499,1746789129.1842587
3546000,1746789129.291317,1746789129.2410767
3549000,1746789129.3500383,1746789129.299798
3555000,1746789129.405349,1746789129.3551087
3561000,1746789129.4721463,1746789129.421906
3567000,1746789129.5267658,1746789129.4765255
3573000,1746789129.5888805,1746789129.5386403
3579000,1746789129.6462984,1746789129.5960581
3585000,1746789129.7038271,1746789129.6535869
3591000,1746789129.7602768,1746789129.7100365
3594000,1746789129.8186452,1746789129.768405
3597000,1746789129.8779078,1746789129.8276675
3603000,1746789129.9368417,1746789129.8866014
3612000,1746789129.9996364,1746789129.9493961
3618000,1746789130.0590086,1746789130.0087683
3621000,1746789130.1152573,1746789130.065017
3627000,1746789130.1738605,1746789130.1236203
3630000,1746789130.2290585,1746789130.1788182
3636000,1746789130.2912288,1746789130.2409885
3642000,1746789130.350307,1746789130.3000667
3648000,1746789130.4117227,1746789130.3614824
3654000,1746789130.4696987,1746789130.4194584
3657000,1746789130.5269332,1746789130.476693
3663000,1746789130.5828297,1746789130.5325894
3669000,1746789130.6407433,1746789130.590503
3675000,1746789130.698878,1746789130.6486378
3678000,1746789130.7533076,1746789130.7030673
3684000,1746789130.8128138,1746789130.7625735
3690000,1746789130.8731816,1746789130.8229413
3693000,1746789130.9291282,1746789130.878888
3702000,1746789130.9839094,1746789130.933669
3705000,1746789131.0387173,1746789130.988477
3708000,1746789131.0909379,1746789131.0406976
3714000,1746789131.1422732,1746789131.092033
3717000,1746789131.1987786,1746789131.1485384
3723000,1746789131.25322,1746789131.2029798
3726000,1746789131.30921,1746789131.2589698
3735000,1746789131.3630307,1746789131.3127904
3738000,1746789131.4205232,1746789131.370283
3741000,1746789131.4758868,1746789131.4256465
3747000,1746789131.5403097,1746789131.4900694
3756000,1746789131.5988219,1746789131.5485816
3762000,1746789131.6572182,1746789131.606978
3765000,1746789131.7144153,1746789131.664175
3771000,1746789131.767648,1746789131.7174077
3774000,1746789131.8330767,1746789131.7828364
3780000,1746789131.8901038,1746789131.8398635
3786000,1746789131.9540224,1746789131.9037821
3792000,1746789132.0109618,1746789131.9607215
3795000,1746789132.0664182,1746789132.016178
3801000,1746789132.1212907,1746789132.0710504
3807000,1746789132.179295,1746789132.1290548
3813000,1746789132.234393,1746789132.1841526
3816000,1746789132.2892504,1746789132.23901
3822000,1746789132.3509343,1746789132.300694
3825000,1746789132.4057722,1746789132.355532
3831000,1746789132.4610534,1746789132.410813
3837000,1746789132.51586,1746789132.4656198
3840000,1746789132.568965,1746789132.5187247
3846000,1746789132.6227758,1746789132.5725355
3852000,1746789132.6801975,1746789132.6299572
3858000,1746789132.7338643,1746789132.683624
3861000,1746789132.7885494,1746789132.7383091
3864000,1746789132.849699,1746789132.7994587
3870000,1746789132.907714,1746789132.8574736
3879000,1746789132.9663217,1746789132.9160814
3885000,1746789133.0286548,1746789132.9784145
3888000,1746789133.112222,1746789133.0619817
3894000,1746789133.1678088,1746789133.1175685
3900000,1746789133.2240977,1746789133.1738575
3906000,1746789133.2782862,1746789133.228046
3912000,1746789133.3339276,1746789133.2836874
3915000,1746789133.3898375,1746789133.3395972
3921000,1746789133.4448245,1746789133.3945842
3924000,1746789133.5075254,1746789133.4572852
3930000,1746789133.5632691,1746789133.5130289
3936000,1746789133.620714,1746789133.5704737
3942000,1746789133.6770685,1746789133.6268282
3948000,1746789133.7315722,1746789133.6813319
3951000,1746789133.7868817,1746789133.7366414
3957000,1746789133.8505466,1746789133.8003063
3963000,1746789133.91185,1746789133.8616097
3969000,1746789133.9670534,1746789133.9168131
3972000,1746789134.0231237,1746789133.9728835
3978000,1746789134.079021,1746789134.0287807
3981000,1746789134.1360264,1746789134.085786
3987000,1746789134.192019,1746789134.1417787
3993000,1746789134.2451305,1746789134.1948903
3996000,1746789134.377489,1746789134.3272488
4008000,1746789134.4526503,1746789134.40241
4014000,1746789134.5282147,1746789134.4779744
4026000,1746789134.6004772,1746789134.550237
4029000,1746789134.6756308,1746789134.6253905
4035000,1746789134.7464216,1746789134.6961813
4044000,1746789134.822026,1746789134.7717857
4050000,1746789134.89838,1746789134.8481398
4053000,1746789134.971506,1746789134.9212658
4065000,1746789135.054564,1746789135.0043237
4071000,1746789135.130455,1746789135.0802147
4077000,1746789135.2049053,1746789135.154665
4086000,1746789135.286914,1746789135.2366738
4092000,1746789135.3611224,1746789135.310882
4098000,1746789135.433874,1746789135.3836336
4104000,1746789135.5194623,1746789135.469222
4113000,1746789135.5928838,1746789135.5426435
4119000,1746789135.6616735,1746789135.6114333
4125000,1746789135.7390718,1746789135.6888316
4131000,1746789135.8072152,1746789135.756975
4137000,1746789135.8819659,1746789135.8317256
4143000,1746789135.9737294,1746789135.923489
4152000,1746789136.0482268,1746789135.9979866
4161000,1746789136.121708,1746789136.0714676
4167000,1746789136.2023299,1746789136.1520896
4173000,1746789136.2784467,1746789136.2282064
4182000,1746789136.3528168,1746789136.3025765
4188000,1746789136.425079,1746789136.3748388
4194000,1746789136.5104332,1746789136.460193
4203000,1746789136.605866,1746789136.5556257
