frame_count,raw_start_process_time,start_process_time
516000,1746789095.5425441,1746789095.4923038
522000,1746789095.6157224,1746789095.5654821
528000,1746789095.6906526,1746789095.6404123
534000,1746789095.7640967,1746789095.7138565
540000,1746789095.8410542,1746789095.790814
549000,1746789095.9115136,1746789095.8612733
552000,1746789095.9867449,1746789095.9365046
561000,1746789096.0603905,1746789096.0101502
567000,1746789096.137485,1746789096.0872447
573000,1746789096.2084975,1746789096.1582572
579000,1746789096.2828665,1746789096.2326262
588000,1746789096.3724265,1746789096.3221862
594000,1746789096.4488423,1746789096.398602
603000,1746789096.5326154,1746789096.4823751
609000,1746789096.6043706,1746789096.5541303
615000,1746789096.6782088,1746789096.6279685
624000,1746789096.7542367,1746789096.7039964
630000,1746789096.8273833,1746789096.777143
636000,1746789096.89914,1746789096.8488996
645000,1746789096.975704,1746789096.9254637
651000,1746789097.0591395,1746789097.0088992
657000,1746789097.13237,1746789097.0821297
666000,1746789097.2134032,1746789097.163163
672000,1746789097.2898667,1746789097.2396264
678000,1746789097.363858,1746789097.3136177
684000,1746789097.4372723,1746789097.387032
693000,1746789097.5193672,1746789097.469127
699000,1746789097.59354,1746789097.5432997
705000,1746789097.664312,1746789097.6140716
711000,1746789097.7349374,1746789097.6846972
717000,1746789097.805737,1746789097.7554967
723000,1746789097.8768542,1746789097.826614
729000,1746789097.9529042,1746789097.902664
741000,1746789098.0312212,1746789097.9809809
747000,1746789098.1070943,1746789098.056854
753000,1746789098.1807585,1746789098.1305182
756000,1746789098.256407,1746789098.2061667
765000,1746789098.3272831,1746789098.2770429
771000,1746789098.4005718,1746789098.3503315
780000,1746789098.4825027,1746789098.4322624
786000,1746789098.5559282,1746789098.505688
792000,1746789098.6278083,1746789098.577568
798000,1746789098.6981668,1746789098.6479266
807000,1746789098.77931,1746789098.7290697
810000,1746789098.8532326,1746789098.8029923
819000,1746789098.9271357,1746789098.8768954
825000,1746789099.009462,1746789098.9592218
834000,1746789099.0830307,1746789099.0327904
840000,1746789099.1568644,1746789099.1066241
846000,1746789099.2311268,1746789099.1808865
852000,1746789099.3069243,1746789099.256684
861000,1746789099.3806207,1746789099.3303804
864000,1746789099.4552586,1746789099.4050183
873000,1746789099.5424304,1746789099.4921901
882000,1746789099.618374,1746789099.5681338
888000,1746789099.6946447,1746789099.6444044
897000,1746789099.7819476,1746789099.7317073
903000,1746789099.866408,1746789099.8161678
909000,1746789099.9422996,1746789099.8920593
918000,1746789100.016421,1746789099.9661808
924000,1746789100.0915134,1746789100.041273
930000,1746789100.1688752,1746789100.118635
936000,1746789100.2431688,1746789100.1929286
945000,1746789100.316988,1746789100.2667477
951000,1746789100.3933294,1746789100.343089
957000,1746789100.4688628,1746789100.4186225
966000,1746789100.559006,1746789100.5087657
972000,1746789100.6404903,1746789100.59025
978000,1746789100.7143924,1746789100.6641521
987000,1746789100.7896416,1746789100.7394013
993000,1746789100.8593678,1746789100.8091276
1002000,1746789100.9384642,1746789100.888224
1005000,1746789101.015634,1746789100.9653938
1014000,1746789101.0922196,1746789101.0419793
1023000,1746789101.1684768,1746789101.1182365
1029000,1746789101.2415593,1746789101.191319
1035000,1746789101.3143685,1746789101.2641282
1041000,1746789101.3920865,1746789101.3418462
1047000,1746789101.4747663,1746789101.424526
1056000,1746789101.5502064,1746789101.4999661
1062000,1746789101.6150486,1746789101.5648084
1068000,1746789101.6703215,1746789101.6200812
1071000,1746789101.724067,1746789101.6738267
1074000,1746789101.779323,1746789101.7290828
1080000,1746789101.8360796,1746789101.7858393
1086000,1746789101.8900375,1746789101.8397973
1092000,1746789101.9478822,1746789101.897642
1095000,1746789102.0008187,1746789101.9505785
1101000,1746789102.0591273,1746789102.008887
1107000,1746789102.1159685,1746789102.0657282
1110000,1746789102.1704998,1746789102.1202595
1116000,1746789102.2278593,1746789102.177619
1122000,1746789102.29447,1746789102.2442298
1131000,1746789102.4238658,1746789102.3736255
1137000,1746789102.4940648,1746789102.4438245
1149000,1746789102.5670884,1746789102.516848
1152000,1746789102.647229,1746789102.5969887
1158000,1746789102.7184224,1746789102.6681821
1167000,1746789102.7930505,1746789102.7428102
1173000,1746789102.8661752,1746789102.815935
1182000,1746789102.940846,1746789102.8906057
1188000,1746789103.0145583,1746789102.964318
1194000,1746789103.0876992,1746789103.037459
1200000,1746789103.1629126,1746789103.1126723
1206000,1746789103.237232,1746789103.1869917
1212000,1746789103.3098528,1746789103.2596126
1218000,1746789103.3845356,1746789103.3342953
1230000,1746789103.476143,1746789103.4259026
1236000,1746789103.5569203,1746789103.50668
1242000,1746789103.6294122,1746789103.579172
1248000,1746789103.7013512,1746789103.651111
1254000,1746789103.7748756,1746789103.7246354
1260000,1746789103.8479915,1746789103.7977512
1269000,1746789103.923671,1746789103.8734307
1275000,1746789104.0003722,1746789103.950132
1284000,1746789104.073973,1746789104.0237327
1290000,1746789104.146736,1746789104.0964956
1293000,1746789104.2212331,1746789104.1709929
1302000,1746789104.2944808,1746789104.2442405
1308000,1746789104.3671997,1746789104.3169594
1314000,1746789104.4373858,1746789104.3871455
1323000,1746789104.5093253,1746789104.459085
1329000,1746789104.5797048,1746789104.5294645
1332000,1746789104.6493561,1746789104.5991158
1341000,1746789104.7281387,1746789104.6778984
1350000,1746789104.8111887,1746789104.7609484
1356000,1746789104.886179,1746789104.8359387
1362000,1746789104.956055,1746789104.9058146
1368000,1746789105.0303793,1746789104.980139
1374000,1746789105.1083071,1746789105.0580668
1380000,1746789105.1830258,1746789105.1327856
1389000,1746789105.2569964,1746789105.206756
1395000,1746789105.3326423,1746789105.282402
1401000,1746789105.4039772,1746789105.3537369
1404000,1746789105.4752429,1746789105.4250026
1413000,1746789105.5488868,1746789105.4986465
1422000,1746789105.6282616,1746789105.5780213
1428000,1746789105.7030196,1746789105.6527793
1437000,1746789105.7792926,1746789105.7290523
1440000,1746789105.8529012,1746789105.802661
1449000,1746789105.9260383,1746789105.875798
1455000,1746789106.009538,1746789105.9592977
1464000,1746789106.0827746,1746789106.0325344
1470000,1746789106.1604707,1746789106.1102304
1479000,1746789106.238645,1746789106.1884048
1485000,1746789106.3114982,1746789106.261258
1491000,1746789106.389331,1746789106.3390908
1497000,1746789106.4598172,1746789106.409577
1503000,1746789106.542026,1746789106.4917858
1512000,1746789106.6163802,1746789106.56614
1518000,1746789106.6926527,1746789106.6424124
1524000,1746789106.7619307,1746789106.7116904
1530000,1746789106.8321433,1746789106.781903
1536000,1746789106.9025145,1746789106.8522742
1545000,1746789106.980048,1746789106.9298077
1548000,1746789107.0535686,1746789107.0033283
1557000,1746789107.1253822,1746789107.075142
1566000,1746789107.2019677,1746789107.1517274
1572000,1746789107.2747438,1746789107.2245035
1578000,1746789107.3479543,1746789107.297714
1581000,1746789107.4221375,1746789107.3718972
1590000,1746789107.4948144,1746789107.444574
1596000,1746789107.5713403,1746789107.5211
1605000,1746789107.6445472,1746789107.594307
1611000,1746789107.7176309,1746789107.6673906
1617000,1746789107.793625,1746789107.7433848
1623000,1746789107.8781915,1746789107.8279512
1632000,1746789107.9531398,1746789107.9028995
1638000,1746789108.0294626,1746789107.9792223
1644000,1746789108.1103532,1746789108.060113
1650000,1746789108.189103,1746789108.1388626
1659000,1746789108.2672975,1746789108.2170572
1665000,1746789108.3513362,1746789108.301096
1674000,1746789108.429205,1746789108.3789647
1683000,1746789108.502993,1746789108.4527528
1689000,1746789108.5762675,1746789108.5260272
1692000,1746789108.6524363,1746789108.602196
1701000,1746789108.734203,1746789108.6839628
1710000,1746789108.8216715,1746789108.7714312
1716000,1746789108.898931,1746789108.8486907
1722000,1746789108.9570858,1746789108.9068456
1728000,1746789109.0158713,1746789108.965631
1734000,1746789109.0742385,1746789109.0239983
1737000,1746789109.131416,1746789109.0811758
1743000,1746789109.191211,1746789109.1409707
1749000,1746789109.2545679,1746789109.2043276
1752000,1746789109.310002,1746789109.2597618
1764000,1746789109.5774336,1746789109.5271933
1785000,1746789109.6607966,1746789109.6105564
1791000,1746789109.7345617,1746789109.6843214
1797000,1746789109.7898371,1746789109.7395968
1800000,1746789109.848089,1746789109.7978487
1806000,1746789109.9020193,1746789109.851779
1812000,1746789109.959401,1746789109.9091606
1815000,1746789110.0162368,1746789109.9659965
1821000,1746789110.0736277,1746789110.0233874
1827000,1746789110.1288455,1746789110.0786052
1833000,1746789110.1842353,1746789110.133995
1836000,1746789110.2375145,1746789110.1872742
1845000,1746789110.2967618,1746789110.2465215
1848000,1746789110.3527124,1746789110.302472
1854000,1746789110.4113336,1746789110.3610933
1857000,1746789110.470301,1746789110.4200606
1863000,1746789110.5286403,1746789110.4784
1869000,1746789110.5837572,1746789110.533517
1872000,1746789110.6390927,1746789110.5888524
1878000,1746789110.6926234,1746789110.642383
1884000,1746789110.7532864,1746789110.703046
1890000,1746789110.8119853,1746789110.761745
1893000,1746789110.8660486,1746789110.8158083
1899000,1746789110.9240544,1746789110.873814
1905000,1746789110.9863193,1746789110.936079
1908000,1746789111.042821,1746789110.9925807
1914000,1746789111.099648,1746789111.0494077
1917000,1746789111.1546907,1746789111.1044505
1923000,1746789111.2089612,1746789111.158721
1926000,1746789111.2673824,1746789111.217142
1935000,1746789111.3228004,1746789111.2725601
1941000,1746789111.3773992,1746789111.327159
1950000,1746789111.4997861,1746789111.4495459
1959000,1746789111.5888543,1746789111.538614
1968000,1746789111.6670706,1746789111.6168303
1974000,1746789111.7374654,1746789111.687225
1977000,1746789111.810784,1746789111.7605438
1986000,1746789111.8856132,1746789111.835373
1992000,1746789111.9609194,1746789111.910679
1998000,1746789112.0321717,1746789111.9819314
2007000,1746789112.1208518,1746789112.0706115
2013000,1746789112.1964786,1746789112.1462383
2019000,1746789112.27012,1746789112.2198796
2028000,1746789112.3525178,1746789112.3022776
2034000,1746789112.4259348,1746789112.3756945
2040000,1746789112.498834,1746789112.4485936
2046000,1746789112.5695498,1746789112.5193095
2052000,1746789112.640439,1746789112.5901988
2058000,1746789112.7204173,1746789112.670177
2067000,1746789112.7966852,1746789112.746445
2073000,1746789112.8663335,1746789112.8160932
2082000,1746789112.9408116,1746789112.8905714
2085000,1746789113.0114257,1746789112.9611855
2091000,1746789113.0879967,1746789113.0377564
2097000,1746789113.1331277,1746789113.0828874
2106000,1746789113.2084157,1746789113.1581755
2112000,1746789113.282762,1746789113.2325218
2118000,1746789113.3579142,1746789113.307674
2121000,1746789113.4310102,1746789113.38077
2130000,1746789113.5046554,1746789113.454415
2139000,1746789113.5809536,1746789113.5307133
2145000,1746789113.6559837,1746789113.6057434
2151000,1746789113.7418897,1746789113.6916494
2160000,1746789113.816802,1746789113.7665617
2166000,1746789113.8924243,1746789113.842184
2175000,1746789113.9696162,1746789113.919376
2178000,1746789114.0409591,1746789113.9907188
2184000,1746789114.1125247,1746789114.0622845
2193000,1746789114.1832983,1746789114.133058
2196000,1746789114.2596548,1746789114.2094145
2205000,1746789114.3319092,1746789114.281669
2211000,1746789114.404376,1746789114.3541358
2223000,1746789114.4949617,1746789114.4447215
2229000,1746789114.5675056,1746789114.5172653
2232000,1746789114.6487818,1746789114.5985415
2238000,1746789114.7230673,1746789114.672827
2247000,1746789114.7946637,1746789114.7444234
2256000,1746789114.870105,1746789114.8198647
2262000,1746789114.9437468,1746789114.8935065
2268000,1746789115.0173128,1746789114.9670725
2274000,1746789115.0906298,1746789115.0403895
2280000,1746789115.162866,1746789115.1126258
2289000,1746789115.2430704,1746789115.19283
2292000,1746789115.3158796,1746789115.2656393
2301000,1746789115.3882303,1746789115.33799
2307000,1746789115.4623675,1746789115.4121273
2313000,1746789115.5347524,1746789115.484512
2319000,1746789115.6058347,1746789115.5555944
2325000,1746789115.679758,1746789115.6295178
2331000,1746789115.7550237,1746789115.7047834
2337000,1746789115.8287637,1746789115.7785234
2343000,1746789115.8991468,1746789115.8489065
2352000,1746789115.9710572,1746789115.920817
2358000,1746789116.0456789,1746789115.9954386
2367000,1746789116.1156552,1746789116.065415
2373000,1746789116.1861365,1746789116.1358962
2376000,1746789116.256079,1746789116.2058387
2385000,1746789116.3308134,1746789116.2805731
2391000,1746789116.4037147,1746789116.3534744
2397000,1746789116.4755263,1746789116.425286
2406000,1746789116.5553145,1746789116.5050743
2412000,1746789116.6292026,1746789116.5789623
2418000,1746789116.7037995,1746789116.6535592
2427000,1746789116.7792037,1746789116.7289634
2433000,1746789116.8520236,1746789116.8017833
2439000,1746789116.9305403,1746789116.8803
2445000,1746789117.0074384,1746789116.9571981
2454000,1746789117.0783992,1746789117.028159
2457000,1746789117.1498294,1746789117.099589
2466000,1746789117.240038,1746789117.1897976
2472000,1746789117.3175235,1746789117.2672832
2481000,1746789117.3927848,1746789117.3425446
2487000,1746789117.476785,1746789117.4265447
2496000,1746789117.5545573,1746789117.504317
2502000,1746789117.631062,1746789117.5808218
2508000,1746789117.7059124,1746789117.655672
2517000,1746789117.7846472,1746789117.734407
2520000,1746789117.8576298,1746789117.8073895
2532000,1746789117.941222,1746789117.8909817
2538000,1746789118.0222375,1746789117.9719973
2544000,1746789118.0956237,1746789118.0453835
2550000,1746789118.1687243,1746789118.118484
2556000,1746789118.23965,1746789118.1894097
2565000,1746789118.330042,1746789118.2798016
2574000,1746789118.4042494,1746789118.3540092
2577000,1746789118.4806783,1746789118.430438
2586000,1746789118.570181,1746789118.5199406
2595000,1746789118.64849,1746789118.5982497
2601000,1746789118.734014,1746789118.6837738
2610000,1746789118.8244522,1746789118.774212
2616000,1746789118.903321,1746789118.8530807
2625000,1746789118.9798932,1746789118.929653
2628000,1746789119.0592453,1746789119.009005
2637000,1746789119.1336668,1746789119.0834265
2646000,1746789119.2037838,1746789119.1535435
2652000,1746789119.2737608,1746789119.2235205
2658000,1746789119.3479693,1746789119.297729
2661000,1746789119.4265237,1746789119.3762834
2670000,1746789119.500195,1746789119.4499547
2679000,1746789119.5718381,1746789119.5215979
2685000,1746789119.6511292,1746789119.600889
2691000,1746789119.727551,1746789119.6773107
2697000,1746789119.8061082,1746789119.755868
2706000,1746789119.8783493,1746789119.828109
2712000,1746789119.951342,1746789119.9011018
2718000,1746789120.0259385,1746789119.9756982
2724000,1746789120.0970988,1746789120.0468585
2730000,1746789120.1707466,1746789120.1205063
2736000,1746789120.2431839,1746789120.1929436
2745000,1746789120.3274648,1746789120.2772245
2751000,1746789120.3913355,1746789120.3410952
2763000,1746789120.5136619,1746789120.4634216
2769000,1746789120.586065,1746789120.5358248
2775000,1746789120.6645763,1746789120.614336
2781000,1746789120.7350333,1746789120.684793
2790000,1746789120.8224103,1746789120.77217
2796000,1746789120.898205,1746789120.8479648
2805000,1746789120.972363,1746789120.9221227
2808000,1746789121.0458066,1746789120.9955664
2817000,1746789121.1267455,1746789121.0765052
2826000,1746789121.206033,1746789121.1557927
2832000,1746789121.2764828,1746789121.2262425
2838000,1746789121.3628323,1746789121.312592
2844000,1746789121.4328375,1746789121.3825972
2850000,1746789121.51864,1746789121.4683998
2856000,1746789121.5950353,1746789121.544795
2865000,1746789121.6671426,1746789121.6169024
2871000,1746789121.7415376,1746789121.6912973
2877000,1746789121.81579,1746789121.7655497
2886000,1746789121.8903825,1746789121.8401423
2892000,1746789121.964912,1746789121.9146717
2898000,1746789122.0390553,1746789121.988815
2907000,1746789122.123832,1746789122.0735917
2913000,1746789122.2033012,1746789122.153061
2922000,1746789122.2955213,1746789122.245281
2931000,1746789122.37242,1746789122.3221798
2937000,1746789122.4443548,1746789122.3941145
2943000,1746789122.518293,1746789122.4680526
2949000,1746789122.5886707,1746789122.5384305
2955000,1746789122.6615753,1746789122.611335
2961000,1746789122.7406964,1746789122.6904562
2970000,1746789122.8150797,1746789122.7648394
2973000,1746789122.8865237,1746789122.8362834
2982000,1746789122.964313,1746789122.9140728
2988000,1746789123.0365474,1746789122.9863071
2994000,1746789123.1127262,1746789123.062486
3000000,1746789123.1868236,1746789123.1365833
3009000,1746789123.261804,1746789123.2115638
3015000,1746789123.3392906,1746789123.2890503
3021000,1746789123.4161038,1746789123.3658636
3027000,1746789123.49049,1746789123.4402497
3036000,1746789123.5643024,1746789123.5140622
3045000,1746789123.636754,1746789123.5865138
3051000,1746789123.7085168,1746789123.6582766
3057000,1746789123.7819812,1746789123.731741
3060000,1746789123.8552642,1746789123.805024
3069000,1746789123.9294155,1746789123.8791752
3078000,1746789124.0046415,1746789123.9544013
3084000,1746789124.0776432,1746789124.0274029
3090000,1746789124.1486466,1746789124.0984063
3093000,1746789124.2222686,1746789124.1720283
3102000,1746789124.2944717,1746789124.2442315
3111000,1746789124.373974,1746789124.3237338
3114000,1746789124.4473367,1746789124.3970964
3123000,1746789124.5245128,1746789124.4742725
3129000,1746789124.5956774,1746789124.545437
3135000,1746789124.679211,1746789124.6289706
3141000,1746789124.752914,1746789124.7026737
3150000,1746789124.8303254,1746789124.780085
3156000,1746789124.90305,1746789124.8528097
3165000,1746789124.9801977,1746789124.9299574
3168000,1746789125.05835,1746789125.0081098
3177000,1746789125.1319573,1746789125.081717
3183000,1746789125.2063632,1746789125.156123
3192000,1746789125.279652,1746789125.2294118
3198000,1746789125.3531408,1746789125.3029006
3201000,1746789125.4277003,1746789125.37746
3213000,1746789125.5236506,1746789125.4734104
3222000,1746789125.6125197,1746789125.5622795
3228000,1746789125.690022,1746789125.6397817
3234000,1746789125.7626784,1746789125.712438
3240000,1746789125.8408227,1746789125.7905824
3249000,1746789125.9159973,1746789125.865757
3255000,1746789125.9929273,1746789125.942687
3261000,1746789126.0609212,1746789126.010681
3267000,1746789126.1408038,1746789126.0905635
3276000,1746789126.2253203,1746789126.17508
3282000,1746789126.3002133,1746789126.249973
3288000,1746789126.3734744,1746789126.323234
3294000,1746789126.4472609,1746789126.3970206
3303000,1746789126.5194235,1746789126.4691832
3309000,1746789126.5765347,1746789126.5262945
3312000,1746789126.6550264,1746789126.6047862
3318000,1746789126.7119462,1746789126.661706
3327000,1746789126.7693272,1746789126.719087
3330000,1746789126.8250809,1746789126.7748406
3336000,1746789126.8819766,1746789126.8317363
3342000,1746789126.939548,1746789126.8893077
3348000,1746789126.9962137,1746789126.9459734
3351000,1746789127.053487,1746789127.0032468
3357000,1746789127.110831,1746789127.0605907
3363000,1746789127.1714087,1746789127.1211684
3366000,1746789127.2280362,1746789127.177796
3372000,1746789127.2837033,1746789127.233463
3378000,1746789127.347879,1746789127.2976387
3381000,1746789127.4021156,1746789127.3518753
3387000,1746789127.45863,1746789127.4083898
3393000,1746789127.5285637,1746789127.4783235
3396000,1746789127.5875328,1746789127.5372925
3402000,1746789127.6426718,1746789127.5924315
3408000,1746789127.69747,1746789127.6472297
3414000,1746789127.7519143,1746789127.701674
3417000,1746789127.8087933,1746789127.758553
3423000,1746789127.8655248,1746789127.8152845
3426000,1746789127.920967,1746789127.8707268
3432000,1746789127.9788496,1746789127.9286094
3438000,1746789128.0357354,1746789127.985495
3444000,1746789128.094419,1746789128.0441787
3450000,1746789128.152137,1746789128.1018968
3453000,1746789128.2126722,1746789128.162432
3459000,1746789128.2736802,1746789128.22344
3465000,1746789128.3305602,1746789128.28032
3471000,1746789128.3874624,1746789128.337222
3477000,1746789128.4437213,1746789128.393481
3480000,1746789128.500131,1746789128.4498906
3486000,1746789128.5575104,1746789128.50727
3489000,1746789128.6127362,1746789128.562496
3495000,1746789128.6682358,1746789128.6179955
3498000,1746789128.7259445,1746789128.6757042
3504000,1746789128.7804992,1746789128.730259
3510000,1746789128.8404672,1746789128.790227
3516000,1746789128.8975165,1746789128.8472762
3519000,1746789128.9565613,1746789128.906321
3525000,1746789129.0132475,1746789128.9630072
3531000,1746789129.069105,1746789129.0188646
3537000,1746789129.123675,1746789129.0734348
3540000,1746789129.1796658,1746789129.1294255
3546000,1746789129.235785,1746789129.1855447
3549000,1746789129.2944045,1746789129.2441642
3555000,1746789129.35243,1746789129.3021898
3561000,1746789129.4073606,1746789129.3571203
3567000,1746789129.473941,1746789129.4237008
3573000,1746789129.5286913,1746789129.478451
3579000,1746789129.5927374,1746789129.5424972
3585000,1746789129.6480522,1746789129.597812
3591000,1746789129.7050076,1746789129.6547673
3594000,1746789129.7615373,1746789129.711297
3597000,1746789129.8200526,1746789129.7698123
3603000,1746789129.879353,1746789129.8291128
3612000,1746789129.9405382,1746789129.890298
3618000,1746789130.0011897,1746789129.9509494
3621000,1746789130.0605662,1746789130.010326
3627000,1746789130.1166997,1746789130.0664594
3630000,1746789130.1753378,1746789130.1250975
3636000,1746789130.2307136,1746789130.1804733
3642000,1746789130.2930987,1746789130.2428584
3648000,1746789130.3524914,1746789130.302251
3654000,1746789130.4148955,1746789130.3646553
3657000,1746789130.4710424,1746789130.420802
3663000,1746789130.5281081,1746789130.4778678
3669000,1746789130.5843048,1746789130.5340645
3675000,1746789130.6420867,1746789130.5918465
3678000,1746789130.7003374,1746789130.6500971
3684000,1746789130.7566743,1746789130.706434
3690000,1746789130.8163767,1746789130.7661364
3693000,1746789130.8746767,1746789130.8244364
3702000,1746789130.9304774,1746789130.880237
3705000,1746789130.9852946,1746789130.9350543
3708000,1746789131.0401459,1746789130.9899056
3714000,1746789131.0920916,1746789131.0418513
3717000,1746789131.1436234,1746789131.093383
3723000,1746789131.2011871,1746789131.1509469
3726000,1746789131.2546804,1746789131.20444
3735000,1746789131.3107011,1746789131.2604609
3738000,1746789131.365839,1746789131.3155987
3741000,1746789131.4217858,1746789131.3715456
3747000,1746789131.4791052,1746789131.428865
3756000,1746789131.5426486,1746789131.4924083
3762000,1746789131.6022143,1746789131.551974
3765000,1746789131.6589954,1746789131.608755
3771000,1746789131.715803,1746789131.6655626
3774000,1746789131.7690403,1746789131.7188
3780000,1746789131.8346734,1746789131.7844331
3786000,1746789131.8915176,1746789131.8412774
3792000,1746789131.955477,1746789131.9052367
3795000,1746789132.0125394,1746789131.962299
3801000,1746789132.0677667,1746789132.0175264
3807000,1746789132.1226819,1746789132.0724416
3813000,1746789132.1805727,1746789132.1303325
3816000,1746789132.2360225,1746789132.1857822
3822000,1746789132.2904665,1746789132.2402263
3825000,1746789132.3522983,1746789132.302058
3831000,1746789132.4071076,1746789132.3568673
3837000,1746789132.4623232,1746789132.412083
3840000,1746789132.5181863,1746789132.467946
3846000,1746789132.5702806,1746789132.5200403
3852000,1746789132.6238956,1746789132.5736554
3858000,1746789132.681655,1746789132.6314147
3861000,1746789132.7353575,1746789132.6851172
3864000,1746789132.7898555,1746789132.7396152
3870000,1746789132.8527226,1746789132.8024824
3879000,1746789132.909025,1746789132.8587847
3885000,1746789132.9676354,1746789132.917395
3888000,1746789133.0509589,1746789133.0007186
3894000,1746789133.113769,1746789133.0635288
3900000,1746789133.1690712,1746789133.118831
3906000,1746789133.2255485,1746789133.1753082
3912000,1746789133.279617,1746789133.2293768
3915000,1746789133.3370657,1746789133.2868254
3921000,1746789133.3913143,1746789133.341074
3924000,1746789133.4477565,1746789133.3975163
3930000,1746789133.5089602,1746789133.45872
3936000,1746789133.564765,1746789133.5145247
3942000,1746789133.622094,1746789133.5718536
3948000,1746789133.6783903,1746789133.62815
3951000,1746789133.732867,1746789133.6826267
3957000,1746789133.7884665,1746789133.7382262
3963000,1746789133.8524969,1746789133.8022566
3969000,1746789133.9130087,1746789133.8627684
3972000,1746789133.9685323,1746789133.918292
3978000,1746789134.026446,1746789133.9762058
3981000,1746789134.0803971,1746789134.0301569
3987000,1746789134.137434,1746789134.0871937
3993000,1746789134.1934285,1746789134.1431882
3996000,1746789134.2465017,1746789134.1962614
4008000,1746789134.3790998,1746789134.3288596
4014000,1746789134.4558523,1746789134.405612
4026000,1746789134.531459,1746789134.4812188
4029000,1746789134.602028,1746789134.5517876
4035000,1746789134.6770086,1746789134.6267684
4044000,1746789134.7487626,1746789134.6985223
4050000,1746789134.823409,1746789134.7731688
4053000,1746789134.8998752,1746789134.849635
4065000,1746789134.9730954,1746789134.9228551
4071000,1746789135.056394,1746789135.0061538
4077000,1746789135.1334815,1746789135.0832412
4086000,1746789135.2064078,1746789135.1561675
4092000,1746789135.2887607,1746789135.2385204
4098000,1746789135.3630054,1746789135.3127651
4104000,1746789135.4355752,1746789135.385335
4113000,1746789135.5209844,1746789135.4707441
4119000,1746789135.594275,1746789135.5440347
4125000,1746789135.663054,1746789135.6128137
4131000,1746789135.7408676,1746789135.6906273
4137000,1746789135.808822,1746789135.7585816
4143000,1746789135.8832664,1746789135.8330262
4152000,1746789135.9753568,1746789135.9251165
4161000,1746789136.049822,1746789135.9995818
4167000,1746789136.1234367,1746789136.0731964
4173000,1746789136.204191,1746789136.1539507
4182000,1746789136.2799835,1746789136.2297432
4188000,1746789136.3543515,1746789136.3041112
4194000,1746789136.4267778,1746789136.3765376
4203000,1746789136.5120463,1746789136.461806
4209000,1746789136.6070302,1746789136.5567899
